Star Rating,Rating Text
5.0 out of 5 stars,"
  Paid for Iphone X and received Iphone 6, very very disappointing. Now Im stuck without a phone for even longer now
"
4.3 out of 5 stars,"
  No tiene rayones pero se nota el cambio de pantalla, cumple con lo prometido y sobre todo con el precio.
"
5.0 out of 5 stars,"
  I got the package and a ripped box very unprofessional and battery capacity was under 80%
"
1.0 out of 5 stars,"
  Everything is working fine."
4.0 out of 5 stars,"Been a month now. Let's hope it keeps going. Very happy.
"
1.0 out of 5 stars,"
  They said it was unlocked but when I sighed it up for a carrier plan I was told that it was locked on a previous carrier
"
5.0 out of 5 stars,"
  Was skeptical at first about buying the iPhone X refurbished. But I went for it and it came with no scratches or cracks.
"
1.0 out of 5 stars,"
   Función bien solo es la cámara frontal la que no me sirve
"
5.0 out of 5 stars,"
  The phone came good is in well condition I love it.
"
2.0 out of 5 stars,"
  It works like a brand new phone."
5.0 out of 5 stars,"The camera is not as nice as the IPhone XR
"
5.0 out of 5 stars,"
  Phone looked like new, works perfect! No chips defects etc:
"
5.0 out of 5 stars,"
  Got this for my son rather than pay twice as much through ATT. Works great! Looks great! He so happy with it.
"
4.3 out of 5 stars,"
  I purchased unlocked phone , but received as locked.
"
5.0 out of 5 stars,"
  Plenty of scratches that are noticeable when the phone is turned off, but when on, one can not see the scratches.
"
1.0 out of 5 stars,"
  Just like new man it's a good buy
"
1.0 out of 5 stars,"
  For a refurb, nice packaging, accessories, and the phone looked and felt and worked like new. Pleased
"
3.0 out of 5 stars,"
  the phone was not refurbished at all. it was a used phone with no sound
"
5.0 out of 5 stars,"
  Phone gets hot when on charger, screen be acting like it doesn’t want to push buttons sometimes. Other than that I love it
"
5.0 out of 5 stars,"
  Great phone. Great product. Only thing is the max battery life is only about 84% when I received it
"
1.0 out of 5 stars,"
  This phone has a virus on it. Cuts off randomly and dies quickly. Very disappointed with this product.
"
4.0 out of 5 stars,"
  very disappointed.  phone quit getting data signal after less than 6 month and had to be replaced.
"
5.0 out of 5 stars,"
  The  phone had no scratches or anything damage on it, i am fully impress with condition it came in
"
4.3 out of 5 stars,"
  Ordered a iPhone X . It came as described basically looked brand new with no sign of wear. The battery life was also 100 capacity.
"
5.0 out of 5 stars,"
  Came in perfect
"
1.0 out of 5 stars,"
  So far, so good.
"
5.0 out of 5 stars,"
  Bought an iPhone X! Great product! Beautiful screen! No scratches! Phone looks brand new! Would definitely order from them again!
"
5.0 out of 5 stars,"
  Great luck. I saw some negative reviews receiving poor quality products but the phone I got has worked well for several months without any issues
"
5.0 out of 5 stars,"
  I was expecting an obviously used phone for the price I payed, but this phone is practically brand new! I am very pleased with the quality.
"
5.0 out of 5 stars,"
  Completely unlocked and easy to activate. It came in good conditions and so far works perfectly.
"
5.0 out of 5 stars,"
  I am in love. This phone is in awesome condition. I will buy again.
"
5.0 out of 5 stars,"
  Face id doesnt work, battery max life is at 75%, couple scuffs and scratches but it still works
"
5.0 out of 5 stars,"
  It arrived super slick and with no scratches, cracks, or problems!! I’ve had this phone for almost 2 months. I’m very happy with it.
"
4.3 out of 5 stars,"
  It was good has 87% battery life and easy to set up pretty color .
"
5.0 out of 5 stars,"
  I was surprised when I got my phone it looked brand new with no scratches, very good condition
"
1.0 out of 5 stars,"
  Buen producto
"
5.0 out of 5 stars,"
  Phone battery life is very poor. Charger port has a bad shortage.
"
5.0 out of 5 stars,"
  Product is 100% legit , My new iPhone X looked and works as if it were BRAND NEW ! Love it !!
"
5.0 out of 5 stars,"
  Would be 5 stars if they didn’t only give me a charger with an iPhone X!! No headphones equipped to work on this phone or an adapter to use!!!! Very frustrating!! Also came in a generic box!!
"
5.0 out of 5 stars,"
  Received quickly and looked like new. Battery life was at 100%! Love it.
"
1.0 out of 5 stars,"
  The package came without sim removal tool. I have to buy one separately . Very disappointed.
"
5.0 out of 5 stars,"
  Buen teléfono me llevo 4 días antes de la espera llego como yo esperaba no venía en caja original pero es buen teléfono ningún rasguño nada en buenas condiciones
"
3.0 out of 5 stars,"
  The owner forgot to check the power brick, but the phone works great and in excellent condition.
"
4.3 out of 5 stars,"
  Phone completely lost its mind less than a year after I bought it
"
5.0 out of 5 stars,"
  Loving my new Iphone X!
"
1.0 out of 5 stars,"
  Everything about it is wonderful
"
2.0 out of 5 stars,"
  Only issue I have had with my phone is the battery. I have to put it on the charger a lot.
"
5.0 out of 5 stars,"
  Only thing is my speaker for when I speak on the phone doesn’t work entirely but it’s okay
"
5.0 out of 5 stars,"
  It was delivered way early so that was awesome! Seems brand new! Wouldn’t even know it was renewed! Would recommend
"
5.0 out of 5 stars,"
  The phone is the perfect size for me not so big and it came within a week of me ordering. I’m definitely satisfied with this product
"
5.0 out of 5 stars,"
  I’m at very impressed phone came like brand new battary life came at 100% which is a dream come true very happy with my purchase also came 3 days before suppose to.
"
5.0 out of 5 stars,"
  PHONE WAS NOT COMPLETELY UNLOCKED (CONFIRMED BY APPLE) & HAD TO FINALLY FILE CLAIM WITH AMAZON TO GET MY REFUND.
"
5.0 out of 5 stars,"
  I liked it over all but the Face ID just stopped working and it’s a little slow but over all 3.5 out of 5
"
4.3 out of 5 stars,"
  Returned item because I wasn’t able to use Sprint with phone.
"
5.0 out of 5 stars,"
  Very clean. and easy to setup
"
1.0 out of 5 stars,"
  Its far from ""looks like new"" as stated in the description, but it seems functional at least.
"
1.0 out of 5 stars,"
  PERFECT CONDITIONS. Absolutely flawless. Came faster than expected. Do it!!
"
5.0 out of 5 stars,"
  The condition of this phone is very poor not like new
"
2.0 out of 5 stars,"
  The phone keeps on turning off. Don't want  to turn on after charge. Can't figure out the problem!
"
2.0 out of 5 stars,"
  Received the phone with no delays. Looks as brand new. Battery life 90%. Works just fine."
5.0 out of 5 stars,"I'm happy with the product.
"
5.0 out of 5 stars,"
  sturdy feeling, great display and good price. Quick delivery as well/
"
1.0 out of 5 stars,"
  Battery could have had more but overall pleased. Battery came with 90% life. Other than that a sound phone
"
2.0 out of 5 stars,"
  Phone turns on, but the touch screen does not work so phone is not usable
"
4.3 out of 5 stars,"
  Technology is superior and happy with the speed of the refurbished phone.
"
5.0 out of 5 stars,"
  I bought the iPhone X because I had an iPhone 6 the changes were drastic the battery life and new features help me out a lot. great purchase
"
1.0 out of 5 stars,"
  Great buy.  Looks , feels, and performs like brand new.
"
5.0 out of 5 stars,"
  Great product. Pretty much flawless. Great deal for the quality of phone. Pretty happy
"
5.0 out of 5 stars,"
  The Screen was broken, return was offered but I did not since I already set it up
"
5.0 out of 5 stars,"
  This Phone was garbage. I know it’s refurbished and everything but I went to put a new case on it and the screen fell off.
"
5.0 out of 5 stars,"
  Just got the phone for AT&T. I put my sim card in and it says my sim is not supported
"
3.0 out of 5 stars,"
  Working condition
"
1.0 out of 5 stars,"
  Funciona perfecto
"
2.0 out of 5 stars,"
  Algo de claridad falta hace
"
4.3 out of 5 stars,"
  I got a device with 100% battery health and in perfect condition!
"
5.0 out of 5 stars,"
  Nice phone!  Works well and looks like new!
"
1.0 out of 5 stars,"
  Looks brand new! Works great so far!
"
5.0 out of 5 stars,"
  Nonworking microphone and receiver
"
4.0 out of 5 stars,"
  Had this phone for several months now and no issues. Works completely fine.
"
5.0 out of 5 stars,"
  Works awesome
"
1.0 out of 5 stars,"
   The screen is not working
"
5.0 out of 5 stars,"
  Blacklisted phone IMEI was reported stolen according to metro/tmobile had to return.
"
5.0 out of 5 stars,"
  Personal phone"
1.0 out of 5 stars,"Saved loads of $$$$$
"
1.0 out of 5 stars,"
  Screen all bad and not in good"
5.0 out of 5 stars,Too expensive for the price
1.0 out of 5 stars,"Knowing that is not in good shape
"
4.3 out of 5 stars,"
  Works perfectly thank you!!!
"
5.0 out of 5 stars,"
  I really love my new phone
"
1.0 out of 5 stars,"
  Phone is in great condition, came very quickly. No issues at all!
"
5.0 out of 5 stars,"
  The phone is exactly what I expected and more I upgraded from a iPhone 6s to this X and the switch was pretty easy and wasn’t time consuming
"
5.0 out of 5 stars,"
  It came with a charger screen protector and everything
"
5.0 out of 5 stars,"
  This phone is in great shape. Almost perfect condition. Battery life is at 91% no scratches On screen. Little tiny scuff mark on the side. Would buy again.
"
5.0 out of 5 stars,"
  This is the first time that I have ordered a refurbished phone, and I'm happy and relived to say that it is in perfect working condition, and looks like new. I would do it again.
"
5.0 out of 5 stars,"
  Quality depends from item to item. My item received was of good quality.
"
5.0 out of 5 stars,"
  The product looks good to me but I’m giving it two more months.
"
5.0 out of 5 stars,"
  The phone functioned fine but required a battery replacement within a few months.
"
4.3 out of 5 stars,"
  Just like new
"
5.0 out of 5 stars,"
  Phone arrived early and in perfect condition. Very happy with my purchase!
"
1.0 out of 5 stars,"
  My screen came cracked , I bought it for my brother for his birthday and when he opened it it was cracked
"
5.0 out of 5 stars,"
  Daily use does it all and more than I can do or know
"
5.0 out of 5 stars,"
  No me gusto para nada vino con la bocina dañada en las llamadas se escucha muy bajito y vino con la pantalla falsa
"
1.0 out of 5 stars,"
  iPhone came as described.
"
5.0 out of 5 stars,"
  Phone came with screen saver already on it. In perfect condition.
"
2.0 out of 5 stars,"
  Couldn't hear, had to put headphones on to listen to music or talk on the phone
"
5.0 out of 5 stars,"
  Great phone
"
5.0 out of 5 stars,"
  The screen was scratched in a corner
"
4.3 out of 5 stars,"
  Phone does not work properly. Shuts off randomly. All sound shuts off randomly.
"
5.0 out of 5 stars,"
  The phone got here quickly, works great, has almost no signs of use and the battery was at 94%.
"
1.0 out of 5 stars,"
  phone is scratched and screen has a green line going threw it :(
"
1.0 out of 5 stars,"
  i love buying a used phone with the maxium battery percent is 80
"
5.0 out of 5 stars,"
  The “flash” on the phone does NOT work at all. Nor can you shut off the phone!
"
1.0 out of 5 stars,"
  Product work ginr love it i was scared to buy it cause the reviews love it now
"
2.0 out of 5 stars,"
  I am very pleased with this phone.
"
1.0 out of 5 stars,"
  Love this phone, the face recognition works great. Easy to use
"
5.0 out of 5 stars,"
  Works great
"
5.0 out of 5 stars,"
   Esta dańado y no eh podido aún revolverlo por la pandemia necesito ayuda para extender la devolución
"
4.3 out of 5 stars,"
  The iPhone has 75 battery status. It doesn’t charge and turns off immediately
"
5.0 out of 5 stars,"
  Product came early with no damage. Very satisfied
"
1.0 out of 5 stars,"
  Face Id did not work, Animoji did not work camera went black sometimes
"
1.0 out of 5 stars,"
  My son needed a phone quick and that is just what we got! He loves his new Iphone X and received it very fast!
"
1.0 out of 5 stars,"
  I can’t even tell it’s refurbished
"
5.0 out of 5 stars,"
  On others people End they claim they cant hear me and Alot of static I sent back and would like a Refund !!
"
1.0 out of 5 stars,"
  Refurbished but works better then brand new! Would highly recommend
"
5.0 out of 5 stars,"
  Phone is black listed and can’t be activated!! Thanks for screwing me over on a christmas gift
"
4.0 out of 5 stars,"
  absolutely terrible. didn’t even work, hella scratches. don’t buy this item
"
3.0 out of 5 stars,"
  i like the phone very much
"
4.3 out of 5 stars,"
  Unlocked iPhone X, arrived safe, no problems, as advertised.
"
5.0 out of 5 stars,"
  As described. Works very well.
"
1.0 out of 5 stars,"
  Battery capacity is only at 91% but can still be charged to 100% and lasts a long time
"
5.0 out of 5 stars,"
   Just got this phone today n it just glitching I'm really pissed off
"
5.0 out of 5 stars,"
  Disliked the phone getting warm while setting up hope it doesn’t cause issues
"
5.0 out of 5 stars,"
  the screens cracked and the speakers are staticky
"
1.0 out of 5 stars,"
  THIS WAS MY BIRTHDAY GIFT AND WORKS GREAT!! ARRIVED ON TIME AS PROMISED.
"
5.0 out of 5 stars,"
  Phone was in good condition. Previous owner had not finished paying off the phone so it couldn’t be used.
"
4.0 out of 5 stars,"
  I love it! not even a scratch. Thank you so much!
"
5.0 out of 5 stars,"
  The phone is pretty good the battery looks to like it’s start going down
"
4.3 out of 5 stars,"
  Phone came in great conditions. Immaculate screen and  93% battery life.
"
5.0 out of 5 stars,"
  I just want to say I dunno what the complaining is about my phone came in pristine condition and works amazing!!!
"
1.0 out of 5 stars,"
  Phone works perfect! Looks brand new ! No scratches at all. Fresh out of the Apple store I would say ;)
"
5.0 out of 5 stars,"
  There is a long scratch on the screen. The seller did not mention it.
"
5.0 out of 5 stars,"
  Loved it
"
5.0 out of 5 stars,"
  The phone works like new."
1.0 out of 5 stars,"A Couple scratches on the screen but not very noticeable.
"
5.0 out of 5 stars,"
  this phone will show i have service but i cant call out ig automatically says call fail, i did all the trivks and still cant call?? im so disappointed
"
5.0 out of 5 stars,"
  screen is defective
"
3.0 out of 5 stars,"
  Was like new
"
3.0 out of 5 stars,"
  Phone as advertised. Little to no wear. Battery at 98%.
"
4.3 out of 5 stars,"
  This phone came perfect except for one minor scuff on the bottom. Everything works great!
"
5.0 out of 5 stars,"
  Looks good - like new, no scratches visible. Protective screen pre-attached, battery health is 94%!
"
1.0 out of 5 stars,"
  Battery life was only 87% capacity when I received it.
"
5.0 out of 5 stars,"
  Todo esta muy bien, solo la vida útil de la batería estaba bien bajo
"
5.0 out of 5 stars,"
  Bluetooth and GPS did not function and were not calibrated correctly
"
3.0 out of 5 stars,"
  Definitely would recommend
"
5.0 out of 5 stars,"
  Fast shipping, everything as described.
"
5.0 out of 5 stars,"
  Disappointed. It is not working again . Recommend you to buy bestbuy and Apple store
"
1.0 out of 5 stars,"
  Everything worked. appliance in optimum conditions.
"
4.0 out of 5 stars,"
  As expected
"
4.3 out of 5 stars,"
  I don’t like when the phone dims for no reason and there is no setting to keep from doing so
"
5.0 out of 5 stars,"
  The product was mdm locked - not able to be used and had to return
"
1.0 out of 5 stars,"
  Everything was as described or better.
"
5.0 out of 5 stars,"
  was nervous about buying a refurb ohone, but all is hood so far.  like a new phone.
"
1.0 out of 5 stars,"
  It’s good and works on all the apps well
"
5.0 out of 5 stars,"
  The phone came and the screen kept glitching out as soon as I start to set up the phone and only got worse with time. Made it extremely hard to do anything like typing or using apps.
"
5.0 out of 5 stars,"
  Valió la pena comprarlo, vivo en colombia y me llegó full 10/10
"
4.0 out of 5 stars,"
  battery health is 88%. Speaker is good. Calling quality is so so.
"
1.0 out of 5 stars,"
  Sucks it camed damGed and kinda frezze
"
5.0 out of 5 stars,"
  El celular esta en perfectas condiciones, lo único  malo es que me llego sin la sim card tray.
"
4.3 out of 5 stars,"
  Phone delivered in aftermarket box in like new condition. Battery and all functions work as promised.
"
5.0 out of 5 stars,"
  This phone was everything my granddaughter wanted.She absolutely loves it !
"
1.0 out of 5 stars,"
  Phone functions great, a couple of scratches on the back but I slapped on a case and glass screen protector and it looks new. Battery life is at 95%
"
4.0 out of 5 stars,"
  Came with only one speaker useable, besides that everything solid.
"
5.0 out of 5 stars,"
  We’ve had issues with the phone & have mailed back for a refund.
"
5.0 out of 5 stars,"
  They could’ve gave me a better battery and a SIM card but didn’t
"
3.0 out of 5 stars,"
  Turns off after minutes of using, does this over and over again.
"
1.0 out of 5 stars,"
  Big upgrade from the iPhone 6 to this. Super happy with the upgrade!
"
5.0 out of 5 stars,"
  Came in good condition waiting to get it connected because it doesn’t work with boost
"
1.0 out of 5 stars,"
  This phone is blocked and can’t use in South Africa
"
4.3 out of 5 stars,"
  Came fast and I had no problem thank you
"
5.0 out of 5 stars,"
  Like new, only downside was mine came in at 85% battery health, but that was expected.
"
1.0 out of 5 stars,"
  As described, excellent condition!!
"
5.0 out of 5 stars,"
  Brand new no scratch or anything I got lucky battery level was at 100%.
"
4.0 out of 5 stars,"
  Great quality for price
"
5.0 out of 5 stars,"
  Came fast and works perfect(I’m not a fake person) no cap 🤟🏼
"
5.0 out of 5 stars,"
  The back of the phone was cracked and the battery life was 75%
"
4.0 out of 5 stars,"
  Works perfect
"
5.0 out of 5 stars,"
  Good phone for a good price and didn’t have to go broke to buy it
"
1.0 out of 5 stars,"
  I love the phone it’s the anniversary edition abd I wanted it
"
4.3 out of 5 stars,"
  Compre dos, y solo uno tenia un raspón mínimo en una punta pero ni se ve. Muy buen estado
"
5.0 out of 5 stars,"
  Producto excelente, funciona muy bien, y estéticamente excelente!
"
1.0 out of 5 stars,"
  Loved that it was easy to install
"
5.0 out of 5 stars,"
  De 10!
"
5.0 out of 5 stars,"
  Like it a comes wit charger an screen protector you really can’t go wrong with this Honestly
"
5.0 out of 5 stars,"
  I love how it was presented clean like new. Battery life 82%
"
5.0 out of 5 stars,"
  It works very well nothing is wrong with the phone I love it
"
5.0 out of 5 stars,"
  When I get the mobile the battery life is 68%.
"
5.0 out of 5 stars,"
  4/5 for battery life and phone is overall good
"
5.0 out of 5 stars,"
  Great seller
"
4.3 out of 5 stars,"
  Ear piece didn’t work and the seller is taking forever for a refund.
"
5.0 out of 5 stars,"
  Terrible!!!! Not renewed"
1.0 out of 5 stars,"Scratches all over the screen
"
1.0 out of 5 stars,"
  The box looked sketchy but everything was in there , The phone and a charger
"
1.0 out of 5 stars,"
  Battery life was at 80% otherwise very good!!
"
5.0 out of 5 stars,"
  Worked good
"
4.0 out of 5 stars,"
  Came in perfect condition, no scratches
"
5.0 out of 5 stars,"
  Given in good condition except for the battery but you can always get a replacement from apple.
"
4.0 out of 5 stars,"
  Deep scratch on the screen with bunch of fine  swirls. They tried to cover it up with a tempered glass protector.
"
5.0 out of 5 stars,"
  This phone is very cheap and everything about this phone is so good.
"
1.0 out of 5 stars,"
  Good quality, works very well.
"
4.3 out of 5 stars,"
  hot of the press ready to go
"
5.0 out of 5 stars,"
  so far everything is good 91 percent bat, no scratches literally
"
1.0 out of 5 stars,"
  We could not even charge the battery but have to return the product including a case! What a troublesome experience!
"
5.0 out of 5 stars,"
  The charger broke as soon I got it I had to get a new one
"
5.0 out of 5 stars,"
  There was a tiny scratch on the screen but it’s gone with the screen protector I bought. I’d recommend
"
1.0 out of 5 stars,"
  Product was dirty and obviously had not been cleaned!
"
4.0 out of 5 stars,"
  It was almost perfect the only thing is the lock button doesn’t work good.
"
4.0 out of 5 stars,"
  I hate that when I take a picture you can’t silence it !
"
5.0 out of 5 stars,"
  The battery life isn’t good at all it was 60% when I got it
"
3.0 out of 5 stars,"
  Phone was not fully unlocked. Have to get a refund now.
"
4.3 out of 5 stars,"
  I received my phone, in perfect condition, not one scuff or mark, my battery health was at 93%, I am 100% satisfied with my item.
"
5.0 out of 5 stars,"
  Charger port on the phone does not work properly I can’t charge my phone regularly and my battery life sucks
"
1.0 out of 5 stars,"
  Love MY PHONE AND IT CAME EARLY THATS THE BEST PART ❤️
"
5.0 out of 5 stars,"
  Nothing wrong with this phone 📱 I loved
"
1.0 out of 5 stars,"
  Really good phone for the price
"
5.0 out of 5 stars,"
  No complaints with this item
"
5.0 out of 5 stars,"
  came very fast ( 2 days ). perfect condition.. love it
"
5.0 out of 5 stars,"
  Could not be more happy! Phone was in excellent condition.
"
5.0 out of 5 stars,"
  So far, so good.
"
5.0 out of 5 stars,"
  Product came as described. Very happy I chose this product.
"
4.3 out of 5 stars,"
  This product was a gift to My daughter and She loves it!!!
"
5.0 out of 5 stars,"
  please do not buy this, save yourself time and money.
"
1.0 out of 5 stars,"
  Phone is in really good condition and works perfectly
"
5.0 out of 5 stars,"
  Such a great deal!!
"
1.0 out of 5 stars,"
  Phone all scratch up body damage not worth $300 plus
"
5.0 out of 5 stars,"
  Good phone
"
5.0 out of 5 stars,"
  My phone came with a ‘ghost touch’ my screen barely works
"
1.0 out of 5 stars,"
  Phone came just as described, nothing wrong with it came earlier than expected
"
1.0 out of 5 stars,"
  I was a little worried by some of the reviews but mine came in fantastic shape with 90% battery... I love it
"
5.0 out of 5 stars,"
  Pretty great phone. No problems. Everything works perfectly fine.
"
4.3 out of 5 stars,"
  The phone works fine but there were several small scratches along the side of the phone
"
5.0 out of 5 stars,"
  phone wasnt usable for my carrier
"
1.0 out of 5 stars,"
  Exactly what I expected! Great phone and great costumer service!
"
2.0 out of 5 stars,"
  Fast shipping, phone looked new. Set it up and it works perfect. Would buy again.
"
1.0 out of 5 stars,"
  I love the camera and the videos are amazing. 10 out of 10 would recommend :)
"
5.0 out of 5 stars,"
  The phone had many things wrong with it. That phone should have never been sold.
"
5.0 out of 5 stars,"
  84% battery life."
5.0 out of 5 stars,"No scratches or blemishes.
"
2.0 out of 5 stars,"
  It was in excellent condition and easy to set up. No concerns and no issues noticeable
"
5.0 out of 5 stars,"
  Happy with the phone.
"
5.0 out of 5 stars,"
  Imei numbers blacklisted. It blacklisted my sims card when I call someone.
"
4.3 out of 5 stars,"
  I loved it. the only deffect is the microphone doesn't work sometimes.
"
5.0 out of 5 stars,"
  Perfect
"
1.0 out of 5 stars,"
  Perfect
"
4.0 out of 5 stars,"
  Battery health is at 86%. Not disappointed, but wish it was better.
"
5.0 out of 5 stars,"
  Device came with the battery shaking, lost money
"
5.0 out of 5 stars,"
  Th phone was like new works great!
"
4.0 out of 5 stars,"
  Perfect Quality, Fast Delivery
"
1.0 out of 5 stars,"
  Liked
"
5.0 out of 5 stars,"
  Very good product no scratches practically brand new
"
5.0 out of 5 stars,"
  Bad screen on this one also a bad charging port
"
4.3 out of 5 stars,"
  great product excellent quality  well delivered
"
5.0 out of 5 stars,"
  The phone worked great and my daughter loved it
"
1.0 out of 5 stars,"
  Worked well, shipped fast, activated flawlessly. Husband loves it!
"
5.0 out of 5 stars,"
  I receive a phone broke how can I return it???
"
5.0 out of 5 stars,"
  The silver border of this phone looks very old n full of scraches
"
5.0 out of 5 stars,"
  came on time works great :):) ty i was scared
"
1.0 out of 5 stars,"
  I love this product! I bought it for my 11 year old daughter as a long awaited Christmas present and she loved it!
"
2.0 out of 5 stars,"
  Absolutely wonderful! No scratches or scuffs, just as described.
"
2.0 out of 5 stars,"
  I am really happy with this product.
"
5.0 out of 5 stars,"
  price was very reasonable
"
4.3 out of 5 stars,"
  Everything Was the Way it Need To Be Perfect
"
5.0 out of 5 stars,"
  Did not get a chance to use the phone the screen did not work properly
"
1.0 out of 5 stars,"
  Works perfectly and looks flawless.
"
5.0 out of 5 stars,"
  The screen replacement was poor and halfway hanging off
"
2.0 out of 5 stars,"
  I love it. It’s everything I need and more.
"
5.0 out of 5 stars,"
  Works great. Never would have guesses it was refurbished.
"
2.0 out of 5 stars,"
  Very disappointed with a 84% battery health
"
5.0 out of 5 stars,"
  Me gusto viene en buen estado
"
5.0 out of 5 stars,"
  This product is not what they say. The iphone came with the screen broken.
"
1.0 out of 5 stars,"
  As advertised, like new.
"
4.3 out of 5 stars,"
  anytime i take pictures on any app my sound wont turn of for the shutter . the ringer and volume of completely off
"
5.0 out of 5 stars,"
  Love the size and battery life of phone.  Camera is pretty good.
"
1.0 out of 5 stars,"
  screen was broken but the return process was made easy. Great customer service
"
1.0 out of 5 stars,"
  Good conditions , very good
"
5.0 out of 5 stars,"
  Works perfect
"
4.0 out of 5 stars,"
  Phone calls had to be on speaker to hear.  Green line running down the middle of the screen.
"
5.0 out of 5 stars,"
  I love the phone but the charger was low quality and it broke in a week
"
5.0 out of 5 stars,"
  Excellent product as always
"
1.0 out of 5 stars,"
  Camera lens was broken
"
5.0 out of 5 stars,"
  practically like new not any visible scratches or anything!
"
4.3 out of 5 stars,"
  Muy bonito y parese nuevo
"
5.0 out of 5 stars,"
  The screen glitches & sometimes the phone goes to things on its own without being touched.
"
1.0 out of 5 stars,"
  It worked fine for a week then just all of a sudden the screen stopped working
"
5.0 out of 5 stars,"
  Everything was great! Only problem was battery at 91percent but was expected as it is refurbish
"
2.0 out of 5 stars,"
  looks and runs like a brand new unit, battery life seems good but not had long enough to prove.
"
1.0 out of 5 stars,"
  Me agrada, un pequeño detalle en la"
5.0 out of 5 stars,"Pantalla pero todo bien
"
5.0 out of 5 stars,"
  Arrived in great shape and performs well so far.
"
4.0 out of 5 stars,"
  It keeps turning off by itself . So I had to return the phone.
"
5.0 out of 5 stars,"
  Great phone, like brand new definitely will buy more in the future
"
3.0 out of 5 stars,"
  Everything was just nice,clean perfect
"
4.3 out of 5 stars,"
  Very good, much better then I expected
"
5.0 out of 5 stars,"
  I loved it
"
1.0 out of 5 stars,"
  Phone was delivered clean and as advertised. Swapped out SIM and it worked like a charm. Thank you.
"
5.0 out of 5 stars,"
  Phone came as expected. Happy with purchase.
"
5.0 out of 5 stars,"
  Very nice
"
5.0 out of 5 stars,"
  Bought mine. Fast shipping. Battery at 96% life. And minimal scratches barely noticeable
"
5.0 out of 5 stars,"
  Excelente celular sin ninguna falla ni detalle
"
5.0 out of 5 stars,"
  Phone works great like new. Battery life is not excellent
"
5.0 out of 5 stars,"
  This phone was amazing! It didn’t come in original packing and sealing but it was secured and like new! Now scratches or anything. It even came with a tempered glass
"
5.0 out of 5 stars,"
  Bien
"
4.3 out of 5 stars,"
  Awesome phone. It could have a better battery life
"
5.0 out of 5 stars,"
  Perfect condition except for the batter but I got it replaced at Apple for free!
"
1.0 out of 5 stars,"
  I couldn't charge. I charged the phone all night, but it's never been full. It seems that something is wrong with battery.
"
5.0 out of 5 stars,"
  Phone looks and works like brand new
"
5.0 out of 5 stars,"
  It got here faster then thought. The  iPhone works great!
"
2.0 out of 5 stars,"
  Received today in some scratches but good thanks
"
5.0 out of 5 stars,"
  I dislike it because I thought it was a big phone
"
4.0 out of 5 stars,"
  Producto impecable.!
"
4.0 out of 5 stars,"
  My boyfriend bought this and says it’s perfect. Just like new!
"
2.0 out of 5 stars,"
  Everything is great except the face recognition
"
4.3 out of 5 stars,"
  This phone acted like it was water damaged and kept glitching so I sent it back.
"
5.0 out of 5 stars,"
  Left edge was all scratched up
"
1.0 out of 5 stars,"
  Delivery is so fast!!!!!!!!👏👏❤️ I love it! Out of my expectation!
"
1.0 out of 5 stars,"
  The phone came really fast and with no wear at all looks brand new
"
1.0 out of 5 stars,"
  Came in almost perfect condition
"
4.0 out of 5 stars,"
  product came clean and attentive
"
5.0 out of 5 stars,"
  Great product, exactly as advertised!
"
5.0 out of 5 stars,"
  Good
"
5.0 out of 5 stars,"
  Wasn’t unlocked, didn’t read my sim the model number wasn’t as it described it
"
5.0 out of 5 stars,"
  The phone works just like new and the battery health is at 90%.
"
4.3 out of 5 stars,"
  No funciona el artículo
"
5.0 out of 5 stars,"
  Very good phone condition looks bland new
"
1.0 out of 5 stars,"
  Great product
"
1.0 out of 5 stars,"
  I believe this is the best one!
"
5.0 out of 5 stars,"
  Something wrong with the screen it turns green and everything shakes.
"
5.0 out of 5 stars,"
  This product was really great, worked extremely well when it came out of the package which was great to see.
"
5.0 out of 5 stars,"
  Good item just don't use Fedex
"
2.0 out of 5 stars,"
  Great phone so far no problems
"
5.0 out of 5 stars,"
  Everything was grate
"
5.0 out of 5 stars,"
  It does it’s job
"
4.3 out of 5 stars,"
  Muy bueno y con garantía de amazon por ser usado
"
5.0 out of 5 stars,"
  Great condition as said in description, everything works perfect. Wonderful timing on the delivery as well.
"
1.0 out of 5 stars,"
  Like new
"
5.0 out of 5 stars,"
  Looked like a brand new phone
"
5.0 out of 5 stars,"
  It came out the box defective
"
5.0 out of 5 stars,"
  Phone keep cutting off and on
"
5.0 out of 5 stars,"
  Works just fine
"
1.0 out of 5 stars,"
  Was really good
"
5.0 out of 5 stars,"
  The phone was in perfect condition when it arrived, to soon to tell but we will see if it stays good
"
5.0 out of 5 stars,"
  Battery is not good and get heat when use it for a little while
"
4.3 out of 5 stars,"
  I bought it to my son . But it’s was with a crack between the cameras . It’s never happened with me before buying used iPhone 😭
"
5.0 out of 5 stars,"
  Very good phone no problems out of it so far
"
1.0 out of 5 stars,"
  i loved it
"
2.0 out of 5 stars,"
  Was perfect. Thanks again 👌
"
5.0 out of 5 stars,"
  Although the battery health is at 90%, still goes down extremely fast.
"
4.0 out of 5 stars,"
  Perfect condition no scratches
"
5.0 out of 5 stars,"
  Everything was perfect
"
3.0 out of 5 stars,"
  This price is great and the phone is very new no scratch and battery is well
"
5.0 out of 5 stars,"
  Came working flawlessly, as described but comes with a cheap charger not original some cheap model.
"
